,dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
39,207,69.88,2022,30,27,17,14,1,37.06,Individual,Full Season,Individual,0.82
40,207,69.88,2023,31,28,1,1,2,0.0,None,Individual,None,1.0
42,218,48.37,2022,16,16,3,3,1,0.0,None,None,None,0.67
43,218,48.37,2023,16,16,0,0,2,0.0,None,None,None,1.0
44,221,56.49,2022,2,0,2,0,0,29.33,Individual,Individual,Individual,0.74
45,221,56.49,2023,3,0,1,0,1,37.0,None,Individual,None,1.0
46,231,11.36,2023,2,0,2,0,0,75.0,None,Individual,None,0.93
47,234,2.83,2023,2,0,2,0,0,41.33,None,None,None,1.0
48,238,14.62,2023,8,5,8,5,0,29.13,None,Half Season,None,0.96
49,254,26.81,2022,1,0,1,0,0,120.0,None,Individual,None,1.0
50,254,26.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
52,257,15.07,2022,10,9,2,1,1,26.67,None,Half Season,None,0.95
53,257,15.07,2023,11,9,1,0,2,37.0,None,None,None,0.92
54,262,13.28,2022,2,0,2,0,0,28.0,None,Individual,Individual,0.78
55,262,13.28,2023,2,0,0,0,1,0.0,None,None,None,1.0
56,263,49.08,2023,1,0,1,0,0,72.0,None,Individual,None,0.99
58,264,17.91,2022,13,13,0,0,1,0.0,Individual,None,None,0.7272
59,264,17.91,2023,14,13,1,0,2,60.0,None,Individual,None,0.99
60,279,50.46,2022,1,1,1,1,0,28.0,None,Individual,None,1.0
61,279,50.46,2023,1,1,0,0,1,0.0,None,None,None,1.0
62,297,1946.82,2022,1,1,1,1,0,43.0,None,Individual,None,1.0
63,297,1946.82,2023,1,1,0,0,1,0.0,None,None,None,1.0
64,300,1575.55,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
65,310,26.81,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
66,310,26.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
67,312,8.55,2022,1,0,1,0,0,37.0,None,Individual,None,1.0
68,312,8.55,2023,1,0,0,0,1,0.0,None,None,None,1.0
69,313,3764.39,2023,1,0,1,0,0,633.75,None,Full Season,None,1.0
70,321,196.93,2023,1,0,1,0,0,80.0,None,Individual,None,1.0
72,322,29.38,2022,30,21,17,8,1,20.59,Full Season,Full Season,Individual,0.77
73,322,29.38,2023,48,33,18,12,2,24.32,None,Full Season,None,1.0
74,332,196.93,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
75,333,196.93,2022,1,1,1,1,0,30.0,None,Individual,None,1.0
76,333,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
77,339,13.28,2022,1,0,1,0,0,80.0,Individual,Individual,Individual,0.59
78,339,13.28,2023,2,1,1,1,1,69.0,None,Individual,None,0.99
79,344,23.26,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
80,344,23.26,2023,1,0,0,0,1,0.0,None,None,None,1.0
82,346,56.08,2022,7,7,0,0,1,0.0,None,None,None,1.0
83,346,56.08,2023,7,7,0,0,2,0.0,None,None,None,1.0
84,357,196.93,2022,3,1,3,1,0,0.0,None,None,None,1.0
85,357,196.93,2023,3,1,0,0,1,0.0,None,None,None,1.0
87,361,25.94,2022,30,26,17,13,1,40.53,Individual,Full Season,Individual,0.89
88,361,25.94,2023,31,27,1,1,2,0.0,None,Individual,None,1.0
90,369,61.71,2022,30,24,17,11,1,23.33,Individual,Full Season,Individual,0.81
91,369,61.71,2023,31,24,1,0,2,0.0,None,Individual,None,1.0
92,371,999.87,2022,1,0,1,0,0,50.0,None,Half Season,None,1.0
93,371,999.87,2023,1,0,0,0,1,0.0,None,None,None,1.0
94,372,76.98,2022,1,0,1,0,0,35.0,Individual,Individual,None,0.6564
95,372,76.98,2023,3,0,2,0,1,57.2,None,Individual,None,1.0
96,373,17.91,2022,1,1,1,1,0,105.0,None,Individual,None,0.99
97,373,17.91,2023,1,1,0,0,1,0.0,None,None,None,1.0
98,376,3634.24,2022,2,0,2,0,0,34.31,Individual,Individual,Individual,0.58
99,376,3634.24,2023,3,0,1,0,1,42.0,None,Individual,None,1.0
100,377,69.88,2023,1,0,1,0,0,80.0,None,Individual,None,0.99
101,378,22.58,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
102,378,22.58,2023,1,0,0,0,1,0.0,None,None,None,1.0
103,385,196.93,2023,1,0,1,0,0,24.0,None,Individual,None,1.0
104,398,196.93,2022,1,0,1,0,0,70.0,None,Individual,None,0.9495
105,398,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
106,403,196.93,2023,1,0,1,0,0,172.0,None,Individual,None,1.0
108,410,52.45,2022,30,25,17,12,1,45.29,Individual,Full Season,Individual,0.96
109,410,52.45,2023,31,26,1,1,2,0.0,None,Individual,None,1.0
110,411,39.09,2022,17,11,17,11,0,20.21,Individual,Full Season,Individual,0.91
111,411,39.09,2023,18,11,1,0,1,0.0,None,Individual,None,1.0
113,419,48.37,2022,30,30,17,17,1,14.99,None,Individual,None,0.8258
114,419,48.37,2023,30,30,0,0,2,0.0,None,None,None,1.0
115,424,42.19,2022,1,0,1,0,0,28.0,Individual,Individual,None,0.6008
116,424,42.19,2023,3,1,2,1,1,34.14,None,Individual,None,1.0
117,439,46.25,2022,1,0,1,0,0,30.0,None,Individual,None,0.9198
118,439,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
120,454,23.14,2022,30,24,17,11,1,31.74,Full Season,Full Season,Full Season,0.73
121,454,23.14,2023,48,39,18,15,2,39.15,None,Full Season,None,1.0
122,460,33.3,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
124,469,41.92,2022,30,17,17,4,1,119.41,Individual,Full Season,Individual,0.74
125,469,41.92,2023,31,17,1,0,2,0.0,None,Individual,None,1.0
126,490,26.81,2022,2,0,2,0,0,29.0,Individual,Individual,Individual,0.66
127,490,26.81,2023,3,1,1,1,1,23.0,None,Individual,None,0.99
129,493,30.3,2022,30,24,17,11,1,19.73,Full Season,Full Season,Full Season,0.54
130,493,30.3,2023,48,39,18,15,2,24.32,None,Full Season,None,1.0
131,505,26.22,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
132,505,26.22,2023,1,0,0,0,1,0.0,None,None,None,1.0
133,514,45.06,2023,1,1,1,1,0,89.0,None,Individual,None,0.9925
134,539,56.08,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
135,539,56.08,2023,1,0,0,0,1,0.0,None,None,None,1.0
137,548,196.93,2022,13,13,0,0,1,0.0,None,None,None,0.988
138,548,196.93,2023,13,13,0,0,2,0.0,None,None,None,1.0
140,552,82.18,2022,30,17,17,4,1,114.27,Full Season,Full Season,None,0.35
141,552,82.18,2023,41,25,11,8,2,147.15,None,Full Season,None,1.0
142,558,196.93,2022,1,1,1,1,0,0.0,None,None,None,0.9927
143,558,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
144,573,196.93,2023,1,0,1,0,0,53.0,None,Individual,None,0.9721
146,576,59.73,2022,30,28,17,15,1,37.06,Individual,Full Season,Individual,0.94
147,576,59.73,2023,31,29,1,1,2,0.0,None,Individual,None,1.0
149,577,53.83,2022,7,7,0,0,1,0.0,None,None,None,1.0
150,577,53.83,2023,7,7,0,0,2,0.0,None,None,None,1.0
151,581,1.84,2022,1,0,1,0,0,28.0,None,Individual,None,0.8299
152,581,1.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
153,582,1836.6,2023,1,0,1,0,0,44.0,None,Individual,None,0.99
154,594,33.23,2023,2,1,2,1,0,32.0,None,Individual,None,1.0
156,597,29.38,2022,15,13,2,0,1,28.0,None,Individual,None,0.96
157,597,29.38,2023,15,13,0,0,2,0.0,None,None,None,1.0
158,602,21.19,2022,1,0,1,0,0,28.0,None,Individual,Individual,0.5266
159,602,21.19,2023,1,0,0,0,1,0.0,None,None,None,1.0
160,615,47.39,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
161,630,61.71,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
162,631,38.67,2022,1,0,1,0,0,32.0,None,Individual,None,1.0
163,631,38.67,2023,1,0,0,0,1,0.0,None,None,None,1.0
165,632,42.31,2022,30,27,17,14,1,25.79,Individual,Full Season,Individual,0.84
166,632,42.31,2023,31,28,1,1,2,0.0,None,Individual,None,1.0
167,636,56.08,2022,1,0,1,0,0,38.0,None,Individual,None,1.0
168,636,56.08,2023,1,0,0,0,1,0.0,None,None,None,1.0
170,649,9.54,2022,30,20,17,7,1,20.59,Full Season,Full Season,Full Season,0.93
171,649,9.54,2023,48,36,18,16,2,24.32,None,Full Season,None,1.0
172,655,47.74,2023,1,0,1,0,0,172.0,None,Individual,None,1.0
174,663,29.35,2022,7,7,0,0,1,0.0,None,None,None,0.9493
175,663,29.35,2023,7,7,0,0,2,0.0,None,None,None,1.0
176,676,3443.99,2023,1,0,1,0,0,33.0,None,Individual,None,0.99
178,679,27.58,2022,13,13,0,0,1,0.0,None,None,None,1.0
179,679,27.58,2023,13,13,0,0,2,0.0,None,None,None,1.0
181,713,46.25,2022,30,30,17,17,1,53.53,Individual,Full Season,Individual,0.99
182,713,46.25,2023,31,31,1,1,2,0.0,None,Individual,None,1.0
184,745,26.22,2022,30,23,17,10,1,57.65,Full Season,Full Season,Individual,0.76
185,745,26.22,2023,48,41,18,18,2,53.5,None,Full Season,None,1.0
186,772,20.98,2022,17,6,17,6,0,26.77,Individual,Full Season,Individual,0.84
187,772,20.98,2023,18,6,1,0,1,0.0,None,Individual,None,1.0
188,774,56.49,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
189,774,56.49,2023,1,0,0,0,1,0.0,None,None,None,1.0
190,782,1286.65,2022,1,0,1,0,0,70.0,None,Individual,None,1.0
191,782,1286.65,2023,1,0,0,0,1,0.0,None,None,None,1.0
193,787,13.37,2022,30,23,17,10,1,27.22,Individual,Full Season,Individual,0.9
194,787,13.37,2023,31,23,1,0,2,0.0,None,Individual,None,1.0
195,792,17.91,2022,1,0,1,0,0,88.0,Individual,Individual,Individual,0.7467
196,792,17.91,2023,2,0,1,0,1,33.0,None,Individual,None,1.0
197,795,1719.76,2022,1,0,1,0,0,150.0,None,Individual,None,1.0
198,795,1719.76,2023,1,0,0,0,1,0.0,None,None,None,1.0
199,797,23.14,2022,4,0,4,0,0,26.2,None,Individual,None,0.89
200,797,23.14,2023,5,1,1,1,1,23.0,None,None,None,1.0
201,808,3.97,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
202,809,63.09,2023,1,0,1,0,0,33.0,None,Individual,None,1.0
204,815,11.36,2022,13,13,0,0,1,0.0,None,None,None,1.0
205,815,11.36,2023,13,13,0,0,2,0.0,None,None,None,1.0
207,821,72.67,2022,13,13,0,0,1,0.0,None,None,None,1.0
208,821,72.67,2023,13,13,0,0,2,0.0,None,None,None,1.0
210,823,27.17,2022,30,17,17,4,1,23.33,Individual,Full Season,Individual,0.8827
211,823,27.17,2023,33,17,3,0,2,14.0,None,Individual,None,1.0
212,824,59.73,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
213,824,59.73,2023,1,0,0,0,1,0.0,None,None,None,1.0
215,825,160.35,2022,30,17,17,4,1,54.44,Individual,Full Season,Individual,0.83
216,825,160.35,2023,31,17,1,0,2,0.0,None,Individual,None,1.0
218,837,32.18,2022,30,27,17,14,1,28.82,Individual,Full Season,Individual,0.8425
219,837,32.18,2023,31,28,1,1,2,0.0,None,Individual,None,1.0
220,845,1778.58,2023,1,0,1,0,0,33.0,None,Individual,None,1.0
221,855,58.29,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
222,855,58.29,2023,1,0,0,0,1,0.0,None,None,None,1.0
223,873,196.93,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
224,879,955.25,2022,1,0,1,0,0,65.0,Individual,Individual,Individual,0.61
225,879,955.25,2023,2,0,1,0,1,80.0,None,Individual,None,1.0
227,881,5.68,2022,30,19,17,6,1,50.56,Individual,Full Season,Individual,0.93
228,881,5.68,2023,31,19,1,0,2,0.0,None,Individual,None,1.0
229,888,1698.07,2022,1,0,1,0,0,50.0,None,Individual,None,1.0
230,888,1698.07,2023,1,0,0,0,1,0.0,None,None,None,1.0
231,896,29.59,2022,1,0,1,0,0,50.0,None,Individual,None,0.78
232,896,29.59,2023,1,0,0,0,1,0.0,None,None,None,1.0
233,906,11.45,2022,1,1,1,1,0,28.0,None,Individual,None,0.99
234,906,11.45,2023,1,1,0,0,1,0.0,None,None,None,0.8524
236,946,26.22,2022,13,13,0,0,1,0.0,None,None,None,1.0
237,946,26.22,2023,13,13,0,0,2,0.0,None,None,None,1.0
238,1008,46.25,2022,1,0,1,0,0,34.0,None,Individual,None,1.0
239,1008,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
240,1016,196.93,2023,1,1,1,1,0,60.0,None,Individual,None,1.0
242,1024,23.14,2022,30,19,17,6,1,30.0,None,Full Season,None,0.62
243,1024,23.14,2023,31,19,1,0,2,0.0,None,None,None,1.0
245,1033,29.38,2022,30,20,17,7,1,35.0,Individual,Full Season,Individual,0.83
246,1033,29.38,2023,31,20,1,0,2,0.0,None,Individual,None,1.0
247,1042,12.29,2023,17,14,17,14,0,34.0,None,Full Season,None,0.79
248,1044,41.44,2023,1,1,1,1,0,714.29,None,None,None,1.0
249,1051,205.63,2022,1,0,1,0,0,35.0,None,Individual,None,0.9977
250,1051,205.63,2023,1,0,0,0,1,0.0,None,None,None,1.0
251,1061,30.3,2023,1,0,1,0,0,23.0,None,Individual,None,1.0
252,1063,1567.57,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
253,1063,1567.57,2023,1,0,0,0,1,0.0,None,None,None,1.0
255,1082,81.02,2022,30,18,17,5,1,27.22,Full Season,Full Season,Full Season,0.65
256,1082,81.02,2023,48,28,18,10,2,29.18,None,Full Season,None,1.0
257,1085,196.93,2022,1,0,1,0,0,60.0,None,Half Season,None,1.0
258,1085,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
259,1092,13.37,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
260,1092,13.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
261,1100,25.94,2022,1,0,1,0,0,28.0,None,Individual,None,0.9057
262,1100,25.94,2023,1,0,0,0,1,0.0,None,None,None,1.0
263,1105,52.24,2022,1,1,1,1,0,75.0,None,Individual,None,1.0
264,1105,52.24,2023,1,1,0,0,1,0.0,None,None,None,1.0
265,1112,11.36,2023,1,0,1,0,0,23.0,None,Individual,None,1.0
267,1120,17.51,2022,30,18,17,5,1,28.27,Full Season,Full Season,Full Season,0.85
268,1120,17.51,2023,48,28,18,10,2,63.23,None,Full Season,None,1.0
269,1128,1564.97,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
270,1128,1564.97,2023,1,0,0,0,1,0.0,None,None,None,1.0
272,1164,17.0,2022,30,18,17,5,1,20.63,Individual,Full Season,Individual,0.87
273,1164,17.0,2023,31,18,1,0,2,0.0,None,Individual,None,1.0
275,1181,76.36,2022,13,13,0,0,1,0.0,None,None,None,1.0
276,1181,76.36,2023,13,13,0,0,2,0.0,None,None,None,1.0
277,1182,1.84,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
278,1182,1.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
279,1185,17.84,2022,1,0,1,0,0,75.0,None,Individual,None,1.0
280,1185,17.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
281,1190,17.51,2022,17,13,17,13,0,48.58,Individual,Full Season,Individual,0.67
282,1190,17.51,2023,18,14,1,1,1,0.0,None,Individual,None,1.0
283,1193,46.25,2023,1,0,1,0,0,60.0,None,Individual,None,1.0
284,1215,48.37,2022,1,0,1,0,0,28.0,None,Half Season,None,1.0
285,1215,48.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
287,1220,10.46,2022,13,13,0,0,1,0.0,None,None,None,1.0
288,1220,10.46,2023,13,13,0,0,2,0.0,None,None,None,1.0
289,1230,196.93,2022,1,0,1,0,0,0.0,None,None,None,0.99
290,1230,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
291,1257,16.19,2023,1,0,1,0,0,58.0,None,Individual,None,1.0
293,1267,38.2,2022,30,22,17,9,1,19.33,Full Season,Full Season,Full Season,0.75
294,1267,38.2,2023,48,36,18,14,2,26.44,None,Full Season,None,1.0
296,1288,74.68,2022,30,29,17,16,1,20.59,Individual,Full Season,Individual,0.8
297,1288,74.68,2023,31,29,1,0,2,0.0,None,Individual,None,1.0
298,1290,4152.93,2022,1,0,1,0,0,70.0,None,Individual,None,1.0
299,1290,4152.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
300,1292,3.97,2022,2,0,2,0,0,37.5,None,Individual,None,0.98
301,1292,3.97,2023,2,0,0,0,1,0.0,None,None,None,1.0
302,1293,50.84,2022,17,13,17,13,0,72.47,Individual,Full Season,Individual,0.86
303,1293,50.84,2023,18,14,1,1,1,0.0,None,Individual,None,0.9967
304,1302,44.96,2022,1,0,1,0,0,35.0,None,Half Season,None,1.0
305,1302,44.96,2023,1,0,0,0,1,0.0,None,None,None,1.0
306,1304,42.31,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
307,1304,42.31,2023,1,0,0,0,1,0.0,None,None,None,1.0
308,1311,23.26,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
310,1313,33.3,2022,24,14,17,7,1,22.11,Individual,Full Season,Individual,0.9
311,1313,33.3,2023,25,14,1,0,2,0.0,None,Individual,None,1.0
313,1324,196.93,2022,13,13,0,0,1,0.0,None,None,None,0.988
314,1324,196.93,2023,13,13,0,0,2,0.0,None,None,None,1.0
315,1327,29.35,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
317,1334,19.18,2022,30,24,17,11,1,57.65,Individual,Full Season,Individual,0.9
318,1334,19.18,2023,31,25,1,1,2,0.0,None,Individual,None,1.0
319,1347,25.94,2022,1,0,1,0,0,28.0,None,Individual,None,0.9057
320,1347,25.94,2023,1,0,0,0,1,0.0,None,None,None,1.0
322,1348,35.95,2022,30,22,17,9,1,21.09,Full Season,Full Season,Full Season,0.82
323,1348,35.95,2023,48,35,18,13,2,24.38,None,Full Season,None,1.0
324,1383,65.22,2022,1,0,1,0,0,52.0,Full Season,Individual,None,0.978
325,1383,65.22,2023,18,14,17,14,1,30.0,None,Full Season,None,0.75
326,1384,45.26,2022,3,3,3,3,0,0.0,None,None,None,0.99
327,1384,45.26,2023,3,3,0,0,1,0.0,None,None,None,1.0
328,1392,10.5,2022,17,10,17,10,0,29.37,Individual,Full Season,Individual,0.77
329,1392,10.5,2023,18,11,1,1,1,0.0,None,Individual,None,1.0
330,1394,23.14,2022,1,0,1,0,0,65.0,None,Individual,None,0.6945
331,1394,23.14,2023,1,0,0,0,1,0.0,None,None,None,1.0
332,1407,47.74,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
333,1407,47.74,2023,1,0,0,0,1,0.0,None,None,None,1.0
334,1415,12.75,2022,1,0,1,0,0,65.0,None,Half Season,None,0.76
335,1415,12.75,2023,1,0,0,0,1,0.0,None,None,None,1.0
337,1416,38.86,2022,23,14,17,8,1,123.53,Individual,Full Season,Individual,0.81
338,1416,38.86,2023,24,15,1,1,2,0.0,None,Individual,None,1.0
339,1445,1727.55,2022,1,0,1,0,0,50.0,None,Individual,None,1.0
340,1445,1727.55,2023,1,0,0,0,1,0.0,None,None,None,1.0
341,1454,67.51,2023,1,0,1,0,0,69.0,None,Individual,None,1.0
342,1466,2.83,2023,2,1,2,1,0,45.0,None,Individual,None,0.99
344,1467,25.94,2022,30,24,17,11,1,40.0,Individual,Full Season,Individual,0.93
345,1467,25.94,2023,31,24,1,0,2,0.0,None,Individual,None,1.0
347,1476,20.13,2022,13,13,0,0,1,0.0,None,None,None,1.0
348,1476,20.13,2023,13,13,0,0,2,0.0,None,None,None,1.0
350,1477,13.37,2022,30,18,17,5,1,17.5,Individual,Full Season,Individual,0.56
351,1477,13.37,2023,31,18,1,0,2,0.0,None,Individual,None,1.0
352,1481,32.18,2022,1,0,1,0,0,0.0,Individual,Individual,Individual,0.58
353,1481,32.18,2023,2,0,1,0,1,42.0,None,Individual,None,1.0
355,1489,63.09,2022,30,22,17,9,1,40.53,Individual,Full Season,Individual,0.92
356,1489,63.09,2023,31,22,1,0,2,0.0,None,Individual,None,1.0
358,1505,56.08,2022,30,25,17,12,1,26.33,Full Season,Full Season,Full Season,0.68
359,1505,56.08,2023,42,37,12,12,2,27.67,None,Full Season,None,0.9809
360,1509,45.06,2022,1,1,1,1,0,30.0,None,Individual,None,1.0
361,1509,45.06,2023,1,1,0,0,1,0.0,None,None,None,1.0
362,1524,287.16,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
363,1524,287.16,2023,1,0,0,0,1,0.0,None,None,None,1.0
364,1535,23.35,2023,1,1,1,1,0,69.0,None,Individual,None,1.0
365,1559,46.07,2022,1,1,1,1,0,52.0,None,Individual,None,1.0
366,1559,46.07,2023,1,1,0,0,1,0.0,None,None,None,1.0
368,1573,7.19,2022,29,24,17,12,1,20.72,Individual,Full Season,Individual,0.83
369,1573,7.19,2023,30,24,1,0,2,0.0,None,Individual,None,1.0
370,1575,26.68,2022,2,0,2,0,0,30.0,None,Half Season,None,0.96
371,1575,26.68,2023,2,0,0,0,1,0.0,None,None,None,1.0
372,1591,52.45,2022,1,0,1,0,0,80.0,None,Individual,None,1.0
373,1591,52.45,2023,1,0,0,0,1,0.0,None,None,None,1.0
374,1599,33.3,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
375,1599,33.3,2023,1,0,0,0,1,0.0,None,None,None,1.0
376,1600,62.69,2023,1,0,1,0,0,53.0,None,Individual,None,1.0
377,1610,22.58,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
378,1614,1.84,2022,1,1,1,1,0,35.0,None,Individual,None,1.0
379,1614,1.84,2023,1,1,0,0,1,0.0,None,None,None,1.0
380,1615,76.98,2022,1,0,1,0,0,37.0,None,Individual,None,0.9717
381,1615,76.98,2023,1,0,0,0,1,0.0,None,None,None,1.0
382,1620,6.89,2023,1,1,1,1,0,75.0,None,Individual,None,1.0
384,1621,65.22,2022,30,22,17,9,1,49.19,Individual,Full Season,Individual,0.67
385,1621,65.22,2023,31,23,1,1,2,0.0,None,Individual,None,1.0
386,1637,12.29,2022,2,0,2,0,0,29.33,None,Half Season,None,0.95
387,1637,12.29,2023,2,0,0,0,1,0.0,None,None,None,1.0
388,1644,5.68,2023,1,0,1,0,0,26.0,None,Individual,None,0.9933
389,1646,11.04,2022,1,0,1,0,0,32.0,None,Individual,None,1.0
390,1646,11.04,2023,1,0,0,0,1,0.0,None,None,None,1.0
391,1651,21.65,2022,1,0,1,0,0,42.0,None,Individual,None,0.99
392,1651,21.65,2023,1,0,0,0,1,0.0,None,None,None,1.0
394,1655,7.19,2022,30,25,17,12,1,57.65,Individual,Full Season,Individual,0.83
395,1655,7.19,2023,31,26,1,1,2,0.0,None,Individual,None,1.0
397,1669,63.09,2022,13,13,0,0,1,0.0,None,None,None,1.0
398,1669,63.09,2023,13,13,0,0,2,0.0,None,None,None,1.0
400,1670,10.5,2022,30,19,17,6,1,45.86,Individual,Full Season,Individual,0.83
401,1670,10.5,2023,31,20,1,1,2,0.0,None,Individual,None,1.0
402,1671,32.18,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
403,1671,32.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
405,1676,16.19,2022,24,17,17,10,1,35.0,None,Full Season,None,0.74
406,1676,16.19,2023,25,17,1,0,2,0.0,None,None,None,1.0
407,1690,29.59,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
408,1694,196.93,2022,1,0,1,0,0,60.0,None,Individual,None,0.9542
409,1694,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
411,1717,26.22,2022,30,17,17,4,1,33.16,Individual,Full Season,Individual,0.7283
412,1717,26.22,2023,31,17,1,0,2,0.0,None,Individual,None,1.0
413,1728,3.97,2023,1,0,1,0,0,58.0,None,Individual,None,0.9975
414,1748,48.37,2022,1,1,1,1,0,555.55,None,Half Season,None,0.98
415,1748,48.37,2023,1,1,0,0,1,0.0,None,None,None,1.0
416,1762,38.86,2023,1,0,1,0,0,129.0,None,Individual,None,1.0
418,1771,10.46,2022,23,13,17,7,1,110.53,Individual,Full Season,Individual,0.86
419,1771,10.46,2023,24,13,1,0,2,0.0,None,Individual,None,1.0
420,1772,949.26,2023,1,0,1,0,0,72.0,None,Individual,None,0.97
421,1778,196.93,2023,1,1,1,1,0,42.0,None,Individual,None,1.0
423,1781,10.46,2022,30,24,17,11,1,20.59,Full Season,Full Season,Full Season,0.86
424,1781,10.46,2023,48,39,18,15,2,24.32,None,Full Season,None,1.0
425,1797,76.98,2022,2,1,2,1,0,40.0,None,Individual,None,0.99
426,1797,76.98,2023,2,1,0,0,1,0.0,None,None,None,1.0
427,1800,1.84,2022,1,1,1,1,0,35.0,None,Individual,None,1.0
428,1800,1.84,2023,1,1,0,0,1,0.0,None,None,None,1.0
